job,nextJobs,prevJobs,jobExec,isBase,path
PCTDCP0015,PCTDCP0016,PCTDCP0014,pctd-pe-spk-qlt-establishmentsr-01,FALSE,./xmls/Local/PCTD/CR-PECTDDIA-T02.xml
PCTDCP0016,PCTDCP0017,PCTDCP0015,pctd-pe-krb-inm-establishmentsp-01,FALSE,./xmls/Local/PCTD/CR-PECTDDIA-T02.xml
PCTDCP0017,PCTDCP0018,PCTDCP0016,pctd-pe-spk-qlt-establishmentsm-01,FALSE,./xmls/Local/PCTD/CR-PECTDDIA-T02.xml
PCTDCP0018,#N/A,PCTDCP0017,pctd-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PCTD/CR-PECTDDIA-T02.xml
PPADCP4001,PPADCP4002,#N/A,ppad-pe-spk-qlt-cardlockcodecatalogues-01,TRUE,./xmls/Local/PPAD/CR-PEPADMEN-T02.xml
PPADCP4002,PPADCP4003,PPADCP4001,ppad-pe-krb-inr-cardlockcodecataloguep-01,FALSE,./xmls/Local/PPAD/CR-PEPADMEN-T02.xml
PPADCP4003,PPADCP4004,PPADCP4002,ppad-pe-spk-qlt-cardlockcodecataloguer-01,FALSE,./xmls/Local/PPAD/CR-PEPADMEN-T02.xml
PPADCP4004,PPADCP4005,PPADCP4003,ppad-pe-krb-inm-cardlockcodecataloguep-01,FALSE,./xmls/Local/PPAD/CR-PEPADMEN-T02.xml
PPADCP4005,PPADCP4006,PPADCP4004,ppad-pe-spk-qlt-cardlockcodecataloguem-01,FALSE,./xmls/Local/PPAD/CR-PEPADMEN-T02.xml
PPADCP4006,#N/A,PPADCP4005,ppad-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PPAD/CR-PEPADMEN-T02.xml
PPADCP0001,PPADCP0002,#N/A,ppad-pe-spk-qlt-loanproductss-01,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0002,PPADCP0003,PPADCP0001,ppad-pe-krb-inr-loanproductsp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0003,PPADCP0004,PPADCP0002,ppad-pe-spk-qlt-loanproductsr-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0004,PPADCP0005,PPADCP0003,ppad-pe-krb-inm-loanproductsp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0005,PPADCP0006,PPADCP0004,ppad-pe-spk-qlt-loanproductsm-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0006,#N/A,PPADCP0005,ppad-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADTP0I03,PPADCP0H04,#N/A,RX_PPADCD0001.sh,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H04,PPADCP0I03,PPADTP0I03,ppad-pe-spk-qlt-cotizacatalogsmasters-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0I03,"PPADCP0I04, PPADCP0H05",PPADCP0H04,ppad-pe-krb-inr-cotizacatalogsmasterp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H05,#N/A,PPADCP0I03,ppad-pe-spk-qlt-cotizacatalogsmasterr-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0I04,PPADCP0H06,PPADCP0I03,ppad-pe-krb-inm-cotizacatalogsmasterp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H06,#N/A,PPADCP0I04,ppad-pe-spk-qlt-cotizacatalogsmasterm-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADTP0I04,PPADCP0H07,#N/A,RX_PPADCD0002.sh,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H07,PPADCP0I05,PPADTP0I04,ppad-pe-spk-qlt-cotizacatlgdetlmstrs-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0I05,"PPADCP0I06, PPADCP0H08",PPADCP0H07,ppad-pe-krb-inr-cotizacatlgdetlmstrp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H08,#N/A,PPADCP0I05,ppad-pe-spk-qlt-cotizacatlgdetlmstrr-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0I06,PPADCP0H09,PPADCP0I05,ppad-pe-krb-inm-cotizacatlgdetlmstrp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H09,#N/A,PPADCP0I06,ppad-pe-spk-qlt-cotizacatlgdetlmstrm-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADTP0I05,PPADCP0H10,#N/A,RX_PPADCD0003.sh,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H10,PPADCP0I07,PPADTP0I05,ppad-pe-spk-qlt-cotizacatlgvalmasters-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0I07,"PPADCP0I08, PPADCP0H11",PPADCP0H10,ppad-pe-krb-inr-cotizacatlgvalmasterp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H11,#N/A,PPADCP0I07,ppad-pe-spk-qlt-cotizacatlgdetlmstrr-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0I08,PPADCP0H12,PPADCP0I07,ppad-pe-krb-inm-cotizacatlgvalmasterp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0H12,#N/A,PPADCP0I08,ppad-pe-spk-qlt-cotizacatlgvalmasterm-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0019,PPADCP0020,#N/A,ppad-pe-spk-qlt-prdparametrizationcodess-01,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0020,PPADCP0021,PPADCP0019,ppad-pe-krb-inr-prdparametrizationcodesp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0021,PPADCP0022,PPADCP0020,ppad-pe-spk-qlt-prdparametrizationcodesr-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0022,PPADCP0023,PPADCP0021,ppad-pe-krb-inm-prdparametrizationcodesp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0023,PPADCP0024,PPADCP0022,ppad-pe-spk-qlt-prdparametrizationcodesm-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0024,#N/A,PPADCP0023,ppad-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0007,PPADCP0008,#N/A,ppad-pe-spk-qlt-bintables-01,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0008,PPADCP0009,PPADCP0007,ppad-pe-krb-inr-bintablep-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0009,PPADCP0010,PPADCP0008,ppad-pe-spk-qlt-bintabler-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0010,PPADCP0011,PPADCP0009,ppad-pe-krb-inm-bintablep-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0011,PPADCP0012,PPADCP0010,ppad-pe-spk-qlt-bintablem-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0012,#N/A,PPADCP0011,ppad-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0013,PPADCP0014,#N/A,ppad-pe-spk-qlt-tablecatalogacctprsls-01,TRUE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0014,PPADCP0015,PPADCP0013,ppad-pe-krb-inr-tablecatalogacctprslp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0015,PPADCP0016,PPADCP0014,ppad-pe-spk-qlt-tablecatalogacctprslr-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0016,PPADCP0017,PPADCP0015,ppad-pe-krb-inm-tablecatalogacctprslp-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0017,PPADCP0018,PPADCP0016,ppad-pe-spk-qlt-tablecatalogacctprslm-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PPADCP0018,#N/A,PPADCP0017,ppad-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PPAD/CR-PEPADDIA-T02.xml
PAOMCP0A01,PAOMCP0H02,PAOMCP0H01,paom-pe-krb-inr-peoplelogduplicatesp-01,FALSE,./xmls/Local/PAOM/CR-PEAOMDIA-T02.xml
PAOMCP0H01,PAOMCP0A01,#N/A,paom-pe-spk-qlt-peoplelogduplicatess-01,TRUE,./xmls/Local/PAOM/CR-PEAOMDIA-T02.xml
PAOMCP0H02,PAOMCP0P01,PAOMCP0A01,paom-pe-spk-qlt-peoplelogduplicatesr-01,FALSE,./xmls/Local/PAOM/CR-PEAOMDIA-T02.xml
PAOMCP0P01,"PAOMCP0H03, PCTDCP0P02",PAOMCP0H02,paom-pe-krb-inm-peoplelogduplicatesp-01,FALSE,./xmls/Local/PAOM/CR-PEAOMDIA-T02.xml
PAOMCP0H03,PAOMCP0B01,PAOMCP0P01,paom-pe-spk-qlt-peoplelogduplicatesm-01,FALSE,./xmls/Local/PAOM/CR-PEAOMDIA-T02.xml
PAOMCP0B01,#N/A,PAOMCP0H03,hdfsdelete,FALSE,./xmls/Local/PAOM/CR-PEAOMDIA-T02.xml
PCRTCP4001,#N/A,#N/A,pcrt-pe-spk-inm-mdlsubrogationtc-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4002,#N/A,#N/A,pcrt-pe-spk-inm-dispositioneffect-02,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4004,#N/A,#N/A,pcrt-pe-spk-inm-subrogationpld-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4005,#N/A,#N/A,pcrt-pe-spk-inm-mdlrenopld-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTTP4I01,PCRTWP4I01,#N/A,RX_PCRTCD0001.sh,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTWP4I01,PCRTCP4H01,PCRTTP4I01,#N/A,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4H01,PCRTCP4I01,PCRTWP4I01,pcrt-pe-spk-qlt-cotizacustomerrates-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4I01,"PCRTCP4H02, PCRTCP4I02",PCRTCP4H01,pcrt-pe-krb-inr-cotizacustomerratep-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4H02,#N/A,PCRTCP4I01,pcrt-pe-spk-qlt-cotizacustomerrater-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4I02,PCRTCP4H03,PCRTCP4I01,pcrt-pe-krb-inm-cotizacustomerratep-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4H03,#N/A,PCRTCP4I02,pcrt-pe-spk-qlt-cotizacustomerratem-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4003,#N/A,#N/A,pcrt-pe-spk-inm-mdlacquisitionpld-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4007,#N/A,#N/A,pcrt-pe-spk-inm-mdlvehinsurance-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4014,#N/A,#N/A,pcrt-pe-spk-inm-mdlinsurancewelcome-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4006,#N/A,#N/A,pcrt-pe-spk-inm-mdldigitalaffil-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4008,#N/A,#N/A,pcrt-pe-spk-inm-mdlhlthinsrncacqn-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4009,#N/A,#N/A,pcrt-pe-spk-inm-mdlhlthinsrncrtntn-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4012,#N/A,#N/A,pcrt-pe-spk-inm-mdlmutlfundacqn-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4013,#N/A,#N/A,pcrt-pe-spk-inm-mdlattritionn-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4018,#N/A,#N/A,pcrt-pe-spk-inm-campaignproccreditcard-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4I03,PCRTPP4001,#N/A,pcrt-pe-krb-out-varcampaignevaluationp-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTPP4001,PCRTTP4001,PCRTCP4I03,pcrt-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTTP4001,PCRTPP4002,PCRTPP4001,TX_PCRTCD0001.sh,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTPP4002,#N/A,PCRTTP4001,pcrt-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4I04,PCRTPP4003,#N/A,pcrt-pe-spk-out-apprvoffrasgnrtcotiza-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTPP4003,PCRTTP4002,PCRTCP4I04,pcrt-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTTP4002,PCRTPP4004,PCRTPP4003,TX_PCRTCD0002.sh,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTPP4004,#N/A,PCRTTP4002,pcrt-pe-dfs-rmv-removefileshdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4019,#N/A,#N/A,pcrt-pe-spk-inm-mdlvalidator-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4020,PCRTCP4021,#N/A,pcrt-pe-spk-inm-approvedoffers-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4021,#N/A,PCRTCP4020,pcrt-pe-spk-qlt-approvedoffersoutputm-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4022,PCRTCP4023,#N/A,pcrt-pe-spk-inm-commintelmatrixmodel-01,TRUE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTCP4023,#N/A,PCRTCP4022,pcrt-pe-spk-qlt-commintelmatrixmodelm-01,FALSE,./xmls/Local/PCRT/CR-PECRTMEN-T02.xml
PCRTPP0001,PCRTPP0002,#N/A,pcrt-pe-spk-qlt-affiliationsavingsgoalss-01,TRUE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0002,PCRTPP0003,PCRTPP0001,pcrt-pe-krb-inr-affiliationsavingsgoalsp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0003,PCRTPP0004,PCRTPP0002,pcrt-pe-spk-qlt-affiliationsavingsgoalsr-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0004,PCRTPP0005,PCRTPP0003,pcrt-pe-krb-inm-affiliationsavingsgoalsp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0005,PCRTPP0006,PCRTPP0004,pcrt-pe-spk-qlt-affiliationsavingsgoalsm-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0006,#N/A,PCRTPP0005,pcrt-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0007,PCRTPP0008,#N/A,pcrt-pe-spk-qlt-movsavingsgoalss-01,TRUE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0008,PCRTPP0009,PCRTPP0007,pcrt-pe-krb-inr-movsavingsgoalsp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0009,PCRTPP0010,PCRTPP0008,pcrt-pe-spk-qlt-movsavingsgoalsr-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0010,PCRTPP0011,PCRTPP0009,pcrt-pe-krb-inm-movsavingsgoalsp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0011,PCRTPP0012,PCRTPP0010,pcrt-pe-spk-qlt-movsavingsgoalsm-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0012,#N/A,PCRTPP0011,pcrt-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0013,PCRTPP0014,#N/A,pcrt-pe-spk-qlt-virtualpocketcampaigns-01,TRUE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0014,PCRTPP0015,PCRTPP0013,pcrt-pe-krb-inr-virtualpocketcampaignp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0015,PCRTPP0016,PCRTPP0014,pcrt-pe-spk-qlt-virtualpocketcampaignr-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0016,PCRTPP0017,PCRTPP0015,pcrt-pe-krb-inm-virtualpocketcampaignp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0017,PCRTPP0018,PCRTPP0016,pcrt-pe-spk-qlt-virtualpocketcampaignm-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0018,#N/A,PCRTPP0017,pcrt-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0019,PCRTPP0020,#N/A,pcrt-pe-spk-qlt-virtpocketcmpgnbonuss-01,TRUE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0020,PCRTPP0021,PCRTPP0019,pcrt-pe-krb-inr-virtpocketcmpgnbonusp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0021,PCRTPP0022,PCRTPP0020,pcrt-pe-spk-qlt-virtpocketcmpgnbonusr-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0022,PCRTPP0023,PCRTPP0021,pcrt-pe-krb-inm-virtpocketcmpgnbonusp-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0023,PCRTPP0024,PCRTPP0022,pcrt-pe-spk-qlt-virtpocketcmpgnbonusm-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PCRTPP0024,#N/A,PCRTPP0023,pcrt-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PCRT/CR-PECRTDIA-T02.xml
PMIGCP0H01,PMIGCP0I01,#N/A,pmig-pe-spk-qlt-fuvexmanagerbases-01,TRUE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0I01,"PMIGCP0H02, PMIGCP0I02",PMIGCP0H01,pmig-pe-krb-inr-fuvexmanagerbasep-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0H02,#N/A,PMIGCP0I01,pmig-pe-spk-qlt-fuvexmanagerbaser-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0I02,PMIGCP0H03,PMIGCP0I01,pmig-pe-krb-inm-fuvexmanagerbasep-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0H03,#N/A,PMIGCP0I02,pmig-pe-spk-qlt-fuvexmanagerbasem-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0001,PMIGCP0002,#N/A,pmig-pe-spk-qlt-managersmasters-01,TRUE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0002,"PMIGCP0003, PMIGCP0004",PMIGCP0001,pmig-pe-krb-inr-managersmasterp-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0003,#N/A,PMIGCP0002,pmig-pe-spk-qlt-managersmasterr-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0004,PMIGCP0005,PMIGCP0002,pmig-pe-krb-inm-managersmasterp-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0005,PMIGCP0006,PMIGCP0004,pmig-pe-spk-qlt-managersmasterm-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PMIGCP0006,#N/A,PMIGCP0005,pmig-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PMIG/CR-PEMIGDIA-T02.xml
PFCMCP0001,PFCMCP0002,#N/A,pfcm-pe-spk-qlt-feedbackdatazos-01,TRUE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0002,PFCMCP0003,PFCMCP0001,pfcm-pe-krb-inr-feedbackdatazop-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0003,PFCMCP0004,PFCMCP0002,pfcm-pe-spk-qlt-feedbackdatazor-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0004,PFCMCP0005,PFCMCP0003,pfcm-pe-krb-inm-feedbackdatazop-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0005,PFCMCP0006,PFCMCP0004,pfcm-pe-spk-qlt-feedbackdatazom-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0006,#N/A,PFCMCP0005,pfcm-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMTP0001,PFCMCP0007,#N/A,RX_PFCMCD0001.sh,TRUE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0007,PFCMCP0008,PFCMTP0001,pfcm-pe-spk-qlt-dailyfeedbackfuvexs-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0008,"PFCMCP0009, PFCMCP0010",PFCMCP0007,pfcm-pe-krb-inr-dailyfeedbackfuvexp-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0009,#N/A,PFCMCP0008,pfcm-pe-spk-qlt-dailyfeedbackfuvexr-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0010,"PFCMCP0011, PFCMCP0012",PFCMCP0008,pfcm-pe-krb-inm-dailyfeedbackfuvexp-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0011,#N/A,PFCMCP0010,pfcm-pe-spk-qlt-dailyfeedbackfuvexm-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PFCMCP0012,#N/A,PFCMCP0010,pfcm-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PFCM/CR-PEFCMDIA-T02.xml
PMOLCP0001,PMOLCP0002,#N/A,pmol-pmol-personal-accounts-mov-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0002,"PMOLCP0031, PKMOLCP0P01, PCTDCP0P02",PMOLCP0001,pmol-pmol-personal-accounts-mov-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0003,PMOLCP0006,#N/A,pmol-pmol-collections-det-others-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0006,"PMOLCP0021, PMOLCP0022, PMOLCP0023","PMOLCP0003, PMOLCP0004, PMOLCP0005",pmol-pmol-collections-mov-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0007,PMOLCP0008,#N/A,pmol-pmol-insurance-det-descrip-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0008,PMOLCP0024,PMOLCP0007,pmol-pmol-insurance-det-descrip-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0009,PMOLCP0010,#N/A,pmol-pmol-insurance-literal-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0010,"PMOLCP0025, PKPFMCP0P08",PMOLCP0009,pmol-pmol-insurance-literal-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0004,"PMOLCP0006, PKMOLCP0P10",#N/A,pmol-pmol-collections-det-tel-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0005,"PMOLCP0006, PKMOLCP0P10",#N/A,pmol-pmol-collections-det-mov-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0013,"PMOLCP0014, PKMOLCP0P08, PKMOLCP0P09",#N/A,pmol-pmol-loan-mov-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0015,PMOLCP0016,#N/A,pmol-pmol-loan-receipt-mov-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0014,"PMOLCP0027, PCTDCP0P02",PMOLCP0013,pmol-pmol-loan-mov-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0017,PMOLCP0018,#N/A,pmol-pmol-operation-codes-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0018,"PMOLCP0029, PKMOLCP0P03",PMOLCP0017,pmol-pmol-operation-codes-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0019,PMOLCP0020,#N/A,pmol-pmol-products-catalog-raw,TRUE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0020,"PMOLCP0030, PKPFMCP0P08",PMOLCP0019,pmol-pmol-products-catalog-master,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0031,#N/A,PMOLCP0002,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0021,#N/A,PMOLCP0006,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0022,#N/A,PMOLCP0006,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0023,#N/A,PMOLCP0006,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0024,#N/A,PMOLCP0008,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0025,#N/A,PMOLCP0010,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
PMOLCP0027,#N/A,PMOLCP0014,pmol-pmol-borrado-staging,FALSE,./xmls/Local/PMOL/CR-PEMOLDIA-T02.xml
