job,nextJobs,prevJobs,jobExec,isBase,path
PGUGCP0061,PGUGCP0062,#N/A,pgug-pe-spk-qlt-crdletstandbyguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0062,PGUGCP0063,PGUGCP0061,pgug-pe-krb-inr-crdletstandbyguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0063,PGUGCP0064,PGUGCP0062,pgug-pe-spk-qlt-crdletstandbyguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0064,"PGUGCP0065, PCDOCP0043",PGUGCP0063,pgug-pe-krb-inm-crdletstandbyguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0065,PGUGCP0066,PGUGCP0064,pgug-pe-spk-qlt-crdletstandbyguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0066,#N/A,PGUGCP0065,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0067,PGUGCP0068,#N/A,pgug-pe-spk-qlt-miningpledgeguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0068,PGUGCP0069,PGUGCP0067,pgug-pe-krb-inr-miningpledgeguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0069,PGUGCP0070,PGUGCP0068,pgug-pe-spk-qlt-miningpledgeguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0070,"PGUGCP0071, PCDOCP0043",PGUGCP0069,pgug-pe-krb-inm-miningpledgeguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0071,PGUGCP0072,PGUGCP0070,pgug-pe-spk-qlt-miningpledgeguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0072,#N/A,PGUGCP0071,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0073,PGUGCP0074,#N/A,pgug-pe-spk-qlt-bailbondguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0074,PGUGCP0075,PGUGCP0073,pgug-pe-krb-inr-bailbondguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0075,PGUGCP0076,PGUGCP0074,pgug-pe-spk-qlt-bailbondguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0076,"PGUGCP0077, PCDOCP0043",PGUGCP0075,pgug-pe-krb-inm-bailbondguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0077,PGUGCP0078,"PGUGCP0076, PGUGCP0112",pgug-pe-spk-qlt-bailbondguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0078,#N/A,PGUGCP0077,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0079,PGUGCP0080,#N/A,pgug-pe-spk-qlt-bailbankingguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0080,PGUGCP0081,PGUGCP0079,pgug-pe-krb-inr-bailbankingguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0081,PGUGCP0082,PGUGCP0080,pgug-pe-spk-qlt-bailbankingguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0082,"PGUGCP0083, PCDOCP0043",PGUGCP0081,pgug-pe-krb-inm-bailbankingguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0083,PGUGCP0084,"PGUGCP0082, PGUGCP0112",pgug-pe-spk-qlt-bailbankingguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0084,#N/A,PGUGCP0083,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0085,PGUGCP0086,#N/A,pgug-pe-spk-qlt-guaranteeletterss-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0086,PGUGCP0087,PGUGCP0085,pgug-pe-krb-inr-guaranteelettersp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0087,PGUGCP0088,PGUGCP0086,pgug-pe-spk-qlt-guaranteelettersr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0088,"PGUGCP0089, PCDOCP0043",PGUGCP0087,pgug-pe-krb-inm-guaranteelettersp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0089,PGUGCP0090,"PGUGCP0088, PGUGCP0112",pgug-pe-spk-qlt-guaranteelettersm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0090,#N/A,PGUGCP0089,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0091,PGUGCP0092,#N/A,pgug-pe-spk-qlt-noguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0092,PGUGCP0093,PGUGCP0091,pgug-pe-krb-inr-noguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0093,PGUGCP0094,PGUGCP0092,pgug-pe-spk-qlt-noguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0094,"PGUGCP0095, PCDOCP0043",PGUGCP0093,pgug-pe-krb-inm-noguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0095,PGUGCP0096,PGUGCP0094,pgug-pe-spk-qlt-noguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0096,#N/A,PGUGCP0095,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0097,PGUGCP0098,#N/A,pgug-pe-spk-qlt-excludedguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0098,PGUGCP0099,PGUGCP0097,pgug-pe-krb-inr-excludedguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0099,PGUGCP0100,PGUGCP0098,pgug-pe-spk-qlt-excludedguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0100,PGUGCP0101,PGUGCP0099,pgug-pe-krb-inm-excludedguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0101,PGUGCP0102,PGUGCP0100,pgug-pe-spk-qlt-excludedguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0102,#N/A,PGUGCP0101,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0103,PGUGCP0104,#N/A,pgug-pe-spk-qlt-excludedleasingctrcts-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0104,PGUGCP0105,PGUGCP0103,pgug-pe-krb-inr-excludedleasingctrctp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0105,PGUGCP0106,PGUGCP0104,pgug-pe-spk-qlt-excludedleasingctrctr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0106,PGUGCP0107,PGUGCP0105,pgug-pe-krb-inm-excludedleasingctrctp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0107,PGUGCP0108,PGUGCP0106,pgug-pe-spk-qlt-excludedleasingctrctm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0108,#N/A,PGUGCP0107,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0109,PGUGCP0110,#N/A,pgug-pe-spk-qlt-customerguaranteectrcts-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0110,PGUGCP0111,PGUGCP0109,pgug-pe-krb-inr-customerguaranteectrctp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0111,PGUGCP0112,PGUGCP0110,pgug-pe-spk-qlt-customerguaranteectrctr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0112,"PGUGCP0113, PCDOCP0043, PGUGCP0023, PGUGCP0029, PGUGCP0035, PGUGCP0047, PGUGCP0077, PGUGCP0089, PGUGCP0155, PGUGCP0083",PGUGCP0111,pgug-pe-krb-inm-customerguaranteectrctp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0113,PGUGCP0114,PGUGCP0112,pgug-pe-spk-qlt-customerguaranteectrctm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0114,#N/A,PGUGCP0113,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0115,PGUGCP0116,#N/A,pgug-pe-spk-qlt-pledgedsecuritiesgnts-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0116,PGUGCP0117,PGUGCP0115,pgug-pe-krb-inr-pledgedsecuritiesgntp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0117,PGUGCP0118,PGUGCP0116,pgug-pe-spk-qlt-pledgedsecuritiesgntr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0118,"PGUGCP0119, PCDOCP0043",PGUGCP0117,pgug-pe-krb-inm-pledgedsecuritiesgntp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0119,PGUGCP0120,PGUGCP0118,pgug-pe-spk-qlt-pledgedsecuritiesgntm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0120,#N/A,PGUGCP0119,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0121,PGUGCP0122,#N/A,pgug-pe-spk-qlt-commitmentlettergntees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0122,PGUGCP0123,PGUGCP0121,pgug-pe-krb-inr-commitmentlettergnteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0123,PGUGCP0124,PGUGCP0122,pgug-pe-spk-qlt-commitmentlettergnteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0124,"PGUGCP0125, PCDOCP0043",PGUGCP0123,pgug-pe-krb-inm-commitmentlettergnteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0125,PGUGCP0126,PGUGCP0124,pgug-pe-spk-qlt-commitmentlettergnteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0126,#N/A,PGUGCP0125,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0127,PGUGCP0128,#N/A,pgug-pe-spk-qlt-detailcounterguaranteess-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0128,PGUGCP0129,PGUGCP0127,pgug-pe-krb-inr-detailcounterguaranteesp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0129,PGUGCP0130,PGUGCP0128,pgug-pe-spk-qlt-detailcounterguaranteesr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0130,"PGUGCP0131, PCDOCP0043",PGUGCP0129,pgug-pe-krb-inm-detailcounterguaranteesp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0131,PGUGCP0132,PGUGCP0130,pgug-pe-spk-qlt-detailcounterguaranteesm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0132,#N/A,PGUGCP0131,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0133,PGUGCP0134,#N/A,pgug-pe-spk-qlt-stocksbondsguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0134,PGUGCP0135,PGUGCP0133,pgug-pe-krb-inr-stocksbondsguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0135,PGUGCP0136,PGUGCP0134,pgug-pe-spk-qlt-stocksbondsguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0136,"PGUGCP0137, PCDOCP0043",PGUGCP0135,pgug-pe-krb-inm-stocksbondsguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0137,PGUGCP0138,PGUGCP0136,pgug-pe-spk-qlt-stocksbondsguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0138,#N/A,PGUGCP0137,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0139,PGUGCP0140,#N/A,pgug-pe-spk-qlt-regisguarteappraisalss-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0140,PGUGCP0141,PGUGCP0139,pgug-pe-krb-inr-regisguarteappraisalsp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0141,PGUGCP0142,PGUGCP0140,pgug-pe-spk-qlt-regisguarteappraisalsr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0142,PGUGCP0143,PGUGCP0141,pgug-pe-krb-inm-regisguarteappraisalsp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0143,PGUGCP0144,PGUGCP0142,pgug-pe-spk-qlt-regisguarteappraisalsm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0144,#N/A,PGUGCP0143,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0145,PGUGCP0146,#N/A,pgug-pe-spk-qlt-trnsppledgeguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0146,PGUGCP0147,PGUGCP0145,pgug-pe-krb-inr-trnsppledgeguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0147,PGUGCP0148,PGUGCP0146,pgug-pe-spk-qlt-trnsppledgeguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0148,"PGUGCP0149, PCDOCP0043",PGUGCP0147,pgug-pe-krb-inm-trnsppledgeguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0149,PGUGCP0150,PGUGCP0148,pgug-pe-spk-qlt-trnsppledgeguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0150,#N/A,PGUGCP0149,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0151,PGUGCP0152,#N/A,pgug-pe-spk-qlt-superdepositguarantees-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0152,PGUGCP0153,PGUGCP0151,pgug-pe-krb-inr-superdepositguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0153,PGUGCP0154,PGUGCP0152,pgug-pe-spk-qlt-superdepositguaranteer-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0154,PGUGCP0155,PGUGCP0153,pgug-pe-krb-inm-superdepositguaranteep-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0155,PGUGCP0156,"PGUGCP0112, PGUGCP0154",pgug-pe-spk-qlt-superdepositguaranteem-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0156,#N/A,PGUGCP0155,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0157,PGUGCP0158,#N/A,pgug-pe-spk-qlt-guaranteeaccountss-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0158,PGUGCP0159,PGUGCP0157,pgug-pe-krb-inr-guaranteeaccountsp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0159,PGUGCP0160,PGUGCP0158,pgug-pe-spk-qlt-guaranteeaccountsr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0160,"PGUGCP0161, PCDOCP0043",PGUGCP0159,pgug-pe-krb-inm-guaranteeaccountsp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0161,PGUGCP0162,PGUGCP0160,pgug-pe-spk-qlt-guaranteeaccountsm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0162,#N/A,PGUGCP0161,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0163,PGUGCP0164,#N/A,pgug-pe-spk-qlt-cbmecbmncertguaranteess-01,TRUE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0164,"PGUGCP0165, PGUGCP0166",PGUGCP0163,pgug-pe-krb-inr-cbmecbmncertguaranteesp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0165,#N/A,PGUGCP0164,pgug-pe-spk-qlt-cbmecbmncertguaranteesr-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0166,"PGUGCP0167, PGUGCP0168",PGUGCP0164,pgug-pe-krb-inm-cbmecbmncertguaranteesp-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0167,#N/A,PGUGCP0166,pgug-pe-spk-qlt-cbmecbmncertguaranteesm-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PGUGCP0168,#N/A,PGUGCP0166,pgug-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PGUG/CR-PEGUGDIA-T02.xml
PDEOCP4I01,"PDEOCP4H02, PDEOCP4I02",PDEOCP4H01,pdeo-pe-krb-inr-consolidatedcycledfltp-01,FALSE,./xmls/Local/PDEO/CR-PEDEOMEN-T02.xml
PDEOCP4I02,PDEOCP4H03,PDEOCP4I01,pdeo-pe-krb-inm-consolidatedcycledfltp-01,FALSE,./xmls/Local/PDEO/CR-PEDEOMEN-T02.xml
PDEOCP4H02,#N/A,PDEOCP4I01,pdeo-pe-spk-qlt-consolidatedcycledfltr-01,FALSE,./xmls/Local/PDEO/CR-PEDEOMEN-T02.xml
PDEOCP4H03,#N/A,PDEOCP4I02,pdeo-pe-spk-qlt-consolidatedcycledfltm-01,FALSE,./xmls/Local/PDEO/CR-PEDEOMEN-T02.xml
PDEOCP4H01,PDEOCP4I01,PDEOTP4I01,pdeo-pe-spk-qlt-consolidatedcycledflts-01,FALSE,./xmls/Local/PDEO/CR-PEDEOMEN-T02.xml
PDEOTP4I01,PDEOCP4H01,#N/A,RX_PDEOCD0001.sh,TRUE,./xmls/Local/PDEO/CR-PEDEOMEN-T02.xml
PDEOCP0H01,PDEOCP0I01,#N/A,pdeo-pe-spk-qlt-legalapplcontractstocks-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I01,"PDEOCP0I02, PDEOCP0H02",PDEOCP0H01,pdeo-pe-krb-inr-legalapplcontractstockp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H02,#N/A,PDEOCP0I01,pdeo-pe-spk-qlt-legalapplcontractstockr-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I02,PDEOCP0H03,PDEOCP0I01,pdeo-pe-krb-inm-legalapplcontractstockp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H03,#N/A,PDEOCP0I02,pdeo-pe-spk-qlt-legalapplcontractstockm-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H04,PDEOCP0I03,#N/A,pdeo-pe-spk-qlt-legalstudiesasgnbases-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I03,"PDEOCP0H05, PDEOCP0I04",PDEOCP0H04,pdeo-pe-krb-inr-legalstudiesasgnbasep-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H05,#N/A,PDEOCP0I03,pdeo-pe-spk-qlt-legalstudiesasgnbaser-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I04,PDEOCP0H06,PDEOCP0I03,pdeo-pe-krb-inm-legalstudiesasgnbasep-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H06,#N/A,PDEOCP0I04,pdeo-pe-spk-qlt-legalstudiesasgnbasem-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H07,PDEOCP0I05,#N/A,pdeo-pe-spk-qlt-refinancedloanss-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I05,"PDEOCP0H08, PDEOCP0I06",PDEOCP0H07,pdeo-pe-krb-inr-refinancedloansp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H08,#N/A,PDEOCP0I05,pdeo-pe-spk-qlt-refinancedloansr-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I06,PDEOCP0H09,PDEOCP0I05,pdeo-pe-krb-inm-refinancedloansp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H09,#N/A,PDEOCP0I06,pdeo-pe-spk-qlt-refinancedloansm-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H10,PDEOCP0I07,#N/A,pdeo-pe-spk-qlt-legaldailysetlsimlts-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I07,"PDEOCP0H11, PDEOCP0I08",PDEOCP0H10,pdeo-pe-krb-inr-legaldailysetlsimltp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H11,#N/A,PDEOCP0I07,pdeo-pe-spk-qlt-legaldailysetlsimltr-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0I08,PDEOCP0H12,PDEOCP0I07,pdeo-pe-krb-inm-legaldailysetlsimltp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0H12,#N/A,PDEOCP0I08,pdeo-pe-spk-qlt-legaldailysetlsimltm-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0001,PDEOCP0002,#N/A,pdeo-pe-spk-qlt-legalapplcustomeroblgs-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0002,"PDEOCP0003, PDEOCP0004",PDEOCP0001,pdeo-pe-krb-inr-legalapplcustomeroblgp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0003,#N/A,PDEOCP0002,pdeo-pe-spk-qlt-legalapplcustomeroblgr-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0004,PDEOCP0005,PDEOCP0002,pdeo-pe-krb-inm-legalapplcustomeroblgp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0005,PDEOCP0006,PDEOCP0004,pdeo-pe-spk-qlt-legalapplcustomeroblgm-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0006,#N/A,PDEOCP0005,pdeo-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0007,PDEOCP0008,#N/A,pdeo-pe-spk-qlt-legalapplcustomerfiles-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0008,"PDEOCP0009, PDEOCP0010",PDEOCP0007,pdeo-pe-krb-inr-legalapplcustomerfilep-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0009,#N/A,PDEOCP0008,pdeo-pe-spk-qlt-legalapplcustomerfiler-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0010,PDEOCP0011,PDEOCP0008,pdeo-pe-krb-inm-legalapplcustomerfilep-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0011,PDEOCP0012,PDEOCP0010,pdeo-pe-spk-qlt-legalapplcustomerfilem-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0012,#N/A,PDEOCP0011,pdeo-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0013,PDEOCP0014,#N/A,pdeo-pe-spk-qlt-confirmingunpaidinvcs-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0014,"PDEOCP0015, PDEOCP0016",PDEOCP0013,pdeo-pe-krb-inr-confirmingunpaidinvcp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0015,#N/A,PDEOCP0014,pdeo-pe-spk-qlt-confirmingunpaidinvcr-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0016,PDEOCP0017,PDEOCP0014,pdeo-pe-krb-inm-confirmingunpaidinvcp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0017,PDEOCP0018,PDEOCP0016,pdeo-pe-spk-qlt-confirmingunpaidinvcm-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0018,#N/A,PDEOCP0017,pdeo-pe-dfs-rmv-hdfs-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0019,PDEOCP0020,#N/A,pdeo-pe-spk-qlt-unpaidportfolioctrcts-01,TRUE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
PDEOCP0020,"PDEOCP0021, PDEOCP0022",PDEOCP0019,pdeo-pe-krb-inr-unpaidportfolioctrctp-01,FALSE,./xmls/Local/PDEO/CR-PEDEODIA-T02.xml
